workout_id,activity,source_name,device,start_utc,end_utc,tz_offset_min,duration_sec,distance_m,energy_kcal,avg_hr_bpm,max_hr_bpm,min_hr_bpm,has_route,route_id,start_local,end_local
223f1638daace74cb5362211e8d9a250d5f3280a,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa67b0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.1, creation date:2020-11-23 20:30:58 +0000>",2020-12-03 23:12:44+00:00,2020-12-03 23:49:52+00:00,-360,2227.413686990738,,,,,,True,d6724c5b1357f18d61aca1b7e51577bbe499dfba,2020-12-03 16:12:44-07:00,2020-12-03 16:49:52-07:00
bb5004941a6252b82ac50ba058f3c2566d7eb250,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-07 18:05:09+00:00,2021-01-07 18:44:36+00:00,-360,2367.826528906822,,,,,,True,f94f1e8bde96aca3cb5756fa822689d5b9c43515,2021-01-07 11:05:09-07:00,2021-01-07 11:44:36-07:00
341021c1ed727b50f614712fe263d73e61cd7910,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-08 19:13:11+00:00,2021-01-08 19:48:15+00:00,-360,2103.672325015068,,,,,,True,27327abf02b333d5b2cdab0b1fee28bcd71d4620,2021-01-08 12:13:11-07:00,2021-01-08 12:48:15-07:00
4d8910f446f48f6455a2b1a3ddac6703d774f50a,Running,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-12 19:21:55+00:00,2021-01-12 19:50:11+00:00,-360,1695.9145735502243,,,,,,True,751fb7364f4ad0f67c37f5e56cef61787de2f4e9,2021-01-12 12:21:55-07:00,2021-01-12 12:50:11-07:00
c3c9ee6d2fc635f6cad7b4904155e4a3ede6a7b3,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-13 18:59:24+00:00,2021-01-13 21:31:46+00:00,-360,2509.3520859479904,,,,,,True,7fef1ac22a7b0033c4f4b4f120c175097f2c4a1e,2021-01-13 11:59:24-07:00,2021-01-13 14:31:46-07:00
9e2d6a6744515d17f433e830476f668222d9ce7c,Running,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-14 23:52:26+00:00,2021-01-15 00:33:14+00:00,-360,2338.458873033523,,,,,,True,e2bcd6f665668446f81f6717899f6fc4dfaaf128,2021-01-14 16:52:26-07:00,2021-01-14 17:33:14-07:00
a238bfebb325389615312fdd7011dc4fd79cc204,Running,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-15 20:36:21+00:00,2021-01-15 21:09:31+00:00,-360,1989.8351360559464,,,,,,True,d7a746a7c687431e424d0efcad7d0f957f4a26ab,2021-01-15 13:36:21-07:00,2021-01-15 14:09:31-07:00
b200f2da683e76f83b7769e6ca51f01215426881,Running,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-19 22:12:58+00:00,2021-01-19 22:41:08+00:00,-360,1689.402498960495,,,,,,True,97f4ef884990da4fb9665360d40f9e960c38a040,2021-01-19 15:12:58-07:00,2021-01-19 15:41:08-07:00
0d1b8697debc0120603da2984694f78175799cf3,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-20 18:21:52+00:00,2021-01-20 19:01:15+00:00,-360,2362.938174009323,,,,,,True,c339a40326c24fcc8b01f12565e10b8f8252f232,2021-01-20 11:21:52-07:00,2021-01-20 12:01:15-07:00
d6edb0e465d0a08d8c2469c28b6b586d12cf1dfa,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5900>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.2, creation date:2020-12-15 06:18:15 +0000>",2021-01-22 17:53:01+00:00,2021-01-22 18:33:28+00:00,-360,2427.2970969676967,,,,,,True,0ee19d18c139d2b98c2c4dcf7233f891ce834ec4,2021-01-22 10:53:01-07:00,2021-01-22 11:33:28-07:00
